op;codEntrada;codSaida;descricao;cliente;beneficiamento;setor;pesoUnitario;unidade;valorUnitario
4542;52127133E;52127133;REFORCO ANTERIOR PONTEIRA ESQ;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;1,52;PC;11,46
4543;52127140E;52127140;REFORCO ANTERIOR PONTEIRA ESQ;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;1,52;PC;11,46
4544;57301004;57301004;SEM DESCRIÇÃO;IOCHPE MAXION S/A;DECAPAR/OLEAR - FOSFATO;FOSFATO;0,5;PC;2,22
4545;797619;97103A1;PASD 3PJ ES M6X1X18 RI ZIT (CO);CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,05;KG;2,4
4546;714725;1A00306500;NBTC5R12GAB46-HUCK-LOCKBOLTS-COLLAR - 1A00306500;CISER FIXADORES AUTOMOTIVOS SA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,05;KG;2,14
4547;PF0P67073-TSU1;SER000281;M8-1,25X30,0 CILIN SOLDA 88 ZN;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;13,5;KG;23,4
4548;50194391310;50194391310;PARAFUSO SDPR M6X1X25 R50 SD STAB;IOCHPE MAXION S/A;DECAPAR E OLEAR - RM;RM - DECAPAR;0,07;PC;0,19
4549;0206.S87011105;0206.S87011105;PORCA SEXTAVADA C ARRUELA SPL;NUTEP SA INDUSTRIA METALURGICA;FOSFATO DE ZINCO OLEADO;FOSFATO;0,0019;KG;0
4550;799576;97554A1;PA SD 3PJES AC 8.8 M6X1X11,5 RI ZNIB(CO);CISER FIXADORES AUTOMOTIVOS SA;ZN NIQUEL SEM PASSIVAÇÃO - RA2;ROTATIVO II;0,0045;KG;6,23
4551;529257;529257;ASTINE;USIMETAL INDUSTRIAL LTDA.;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,012;UN;0
4552;V40508100;V40508100;SUPORTE ESTR. SUPERIOR 5980;DN AUTOMOTIVOS BRASIL LTDA;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,49;PC;0,42
4553;57201387-10;57201387-10;SUPORTE SUSPENSAO ESTAMPADO LE OP10;IOCHPE MAXION S/A;DECAPAR/OLEAR - FOSFATO;FOSFATO; -   ;PC;0
4554;000000000057201862-10;57201862-10;SUPORTE SUSPENSAO ESTAMPADO LD EST OP10;IOCHPE MAXION S/A;DECAPAR/OLEAR - FOSFATO;FOSFATO; -   ;PC;0
4555;57201387;57201387;SUPORTE SUSPENSAO ESTAMPADO LE;IOCHPE MAXION S/A;DECAPAR/OLEAR - FOSFATO;FOSFATO; -   ;PC;3,6
4556;52005401;52005401;TRAVESSA POSTERIOR DO TETO;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;DECAPAR/OLEAR - FOSFATO;FOSFATO; -   ;UN;3
4557;061.03.0060;061.03.0060;SEM DESCRIÇÃO;OMR COMPONENTES AUTOMOTIVOS LTDA;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,369;PC;2,76
4558;57201386;57201386;SUPORTE SUSPENSAO ESTAMPADO LD;IOCHPE MAXION S/A;DECAPAR/OLEAR - FOSFATO;FOSFATO; -   ;PC;3,6
4559;0215.R05000002;0215.R05000002;PORCA SEXTAVADA DE FLANGE C TORQUE M5;NUTEP SA INDUSTRIA METALURGICA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0025;KG;4,16
4560;AF1.412311.9XXT;AF1.412311.9XXT;PINO TUCKER 5X16 TAB 10456;SODECIA MINAS GERAIS IND. DE COMP AUTOM LTDA;COBREAGEM - RM;RM - COBRE;0,0019;KG;0,01
4561;31.950.064;31.950.064;TUBO DE ENTREGA 5801753572;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,259;UN;4,31
4562;798154;97200A3;PASD 3PJOB AC 8.8 M12X1,5X40 RIOL (CO);CISER FIXADORES AUTOMOTIVOS SA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,0448;KG;0,68
4563;31.950.060;31.950.060;TUBO DE ENTREGA 5802407189;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,122;UN;2,03
4564;31.950.059;31.950.059;TUBO DE ENTREGA 5802407190;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,113;UN;0
4565;31.950.062;31.950.062;TUBO DE ENTREGA 5802520393;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,199;UN;3,32
4566;31.950.058;31.950.058;TUBO DE ENTREGA 5802575524;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,356;UN;5,93
4567;57201862;57201862;SUPORTE SUSPENSAO TRAS. LD ESTAMPADO;IOCHPE MAXION S/A;DECAPAR/OLEAR - FOSFATO;FOSFATO; -   ;PC;3,6
4568;28.950.102;28.950.102;ANILHA AÇO TEMPERADO 15MM;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,0052;UN;0
4569;66.950.061;66.950.061;PORCA AÇO ZB M22X1,5 P/TUBO 15MM;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,0403;PC;0
4570;798168;97201A2;798168 PASD 3PJOB AC 10.9 M12-1.50X35 RIOL (CO);CISER FIXADORES AUTOMOTIVOS SA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,042;KG;0,68
4571;791136;1A00412700;791136 PI BT BR12-6 AC 3/8X1.7/16 ZB (CO);CISER FIXADORES AUTOMOTIVOS SA;ZINCO INCOLOR TRIV + DSH + SELANTE + OLEO - RA1;ROTATIVO I;0,027;KG;2,3
4573;3CAR084;3CAR084;SEM DESCRIÇÃO;ASK DO BRASIL LTDA;AGUARDANDO TRATAMENTO;; -   ;UN;0
4574;2097010025;2097010025;LEVA ESTAMPADA 009 STRAT 6-07-178-009 6071780009;CICLOPE COMPONENTES AUTOMOTIVOS LTDA;COBREAGEM - RM;RM - COBRE;0,016;PC;0,16
4575;107;107;PORCA QUADRADA DE SOLDA M8;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,01;KG;0
4576;PF0P43912-TSU1;SER000281;PF0P43912-TSU1 - M5-0.8X20(6G) PAN TORX 88 ARR ZN;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;5,2;KG;34,52
4577;192A8699P1P;192A8699P1P;TERMINAL;ABB ELETRIFICACAO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,1724;KG;5,14
4578;PF0P47118-TSU1;SER000281;PF0P47118-TSU1 - M6-1.00X25.0 CIL PROJ SOLDA 88 OL;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;7,4;KG;6,46
4579;776716;95346A1;HA RO 10.9 M12X122 3H 6G ZB;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE + DSH + TORQUE - RA1;ROTATIVO I;0,0887;KG;2,67
4580;HDB070;55181230;POLIA COND. BALANCEA;DAYCO POWER TRANSMISSION LTDA. -1;ZN IRIDESCENTE TRIVALENTE + SELANTE - EA2;ESTACIONARIO I;1,408;PC;0
4581;0215.R05005300;0215.R05005300;PORCA SEXTAVADA DE FLANGE C TORQUE M5;NUTEP SA INDUSTRIA METALURGICA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0025;KG;0
4582;293;293;PORCA REDONDA DE FLANGE C/ SOLDA M8;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,0173;KG;0
4583;PF0P36112-TSU1;SER000281;PF0P36112-TSU1 - M14-1.50X17.0 PO SX FLANGE 10 NYC;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;46;KG;40,45
4584;52018439;52018439;BRACO SUP ANTERIOR DIREITA;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;DECAPAR/OLEAR - FOSFATO;FOSFATO;1,151;UN;3,45
4585;52018434;52018434;BRACO SUP ANTERIOR ESQUERDA;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;DECAPAR/OLEAR - FOSFATO;FOSFATO; -   ;UN;3,45
4586;301.58.0041;301.58.0041;**5ZO.422.407.A CALÇO VW 5ZO.422.407;OMR COMPONENTES AUTOMOTIVOS LTDA;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,369;PC;2,76
4587;51961400;51961400;REFORCO TLC DIREITO (ACO);TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,492;UN;1,93
4588;999004;999004;GENERICO 749001/649011 - PINO RIBALTINA / PINO DE TRAVAMENTO DA PORTA;USIMETAL INDUSTRIAL LTDA.;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0165;UN;0,1
4589;999005;999005;GENERICO - 519001/719001;USIMETAL INDUSTRIAL LTDA.;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0077;UN;0,04
4590;HDB080;55181233;WUM64 POLIA COND BALANCEADA;DAYCO POWER TRANSMISSION LTDA. -1;ZN IRIDESCENTE TRIVALENTE + SELANTE - EA2;ESTACIONARIO I;1,721;PC;2,43
4591;566B761P7;566B761P7;COMPONENTE DE DISJ. RESID. ESTAMPADO EM LIGA DE COBRE;ABB ELETRIFICACAO LTDA;ESTANHO COBRE - RM;RM - ESTANHO;0,0169;KG;8,41
4592;282;282;0282 - PORCA SEXTAVADA DE FLANGE S/ ROSCA;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,012;KG;4,44
4593;PF0P42391-TSU1;SER000281;M4-0.7X15.0(6G) CIL R50 SD STAB;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;2,2;KG;1,97
4594;671461058;671461058;REFORÇO TRASEIRO ESTAMPADO;IOCHPE MAXION S/A;DECAPAR/OLEAR - FOSFATO;FOSFATO;0,072;PC;0,22
4595;519847720;519847720;PLACA DE MOLA DIREITO / ESQUERDO;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I; -   ;UN;0
4596;51961399;51961399;REFORCO TLC DIREITO (ACO);TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,492;UN;1,93
4597;714337;97582A1;PASD 4PJES AC 8.8 M8X1,25X30 RI DEOL (CO);CISER FIXADORES AUTOMOTIVOS SA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,017;KG;0,83
4598;714338;97583A1;PASD 4PJES AC 8.8 M8X1,25X30 RI DEOL (CO);CISER FIXADORES AUTOMOTIVOS SA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,013;KG;0,83
4601;TDA170;STQ841;MERCEDES TUBO EM AÇO DOBRADO COM STAFA;S RIKO AUTOMOTIVE HOSE DO BRASIL LTDA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,457;PC;6
4602;31.950.056;31.950.056;TUBO STIFF LINE 41205619;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;UN;5,93
4603;31.950.063;31.950.063;TUBO DE ENTREGA 5801970223;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;UN;0
4604;31.950.061;31.950.061;TUBO DE ENTREGA 5802029027;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;UN;0
4605;31.950.066;31.950.066;TUBO DE ENTREGA 5802858889;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,259;UN;4,31
4606;66.950.034;66.950.034;PORCA 1.1/16 12 UNF AÇO;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,0403;PC;0,67
4607;28.950.105;28.950.105;ANILHA AÇO TEMPERADO 15MM;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,0052;UN;0,08
4608;PF0P36118-TSU1;SER000281;PF0P36118-TSU1 - M10-1.50(6H) X 11.0 PORCA CIL. SO;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;16,8;KG;30,4
4609;51968168;51968168;SEM DESCRIÇÃO;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;DECAPAR/OLEAR - FOSFATO;ROTATIVO I;0,709;PC;2,13
4610;51968173;51968173;SEM DESCRIÇÃO;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;DECAPAR/OLEAR - FOSFATO;FOSFATO;0,177;PC;0,53
4611;51968202;51968202;SEM DESCRIÇÃO;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;DECAPAR/OLEAR - FOSFATO;FOSFATO;0,177;PC;0,53
4612;PF0P47135-TSU1;SER000281;PF0P47135-TSU1 - EJOT PTK 50-2.24 X 16 LENT TORX C;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;3,1;KG;251,69
4614;PF0P47136-TSU1;SER000281;PF0P47136-TSU1 - EJOT PTK 50-2.24 X 20 LENT TORX C;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;3,6;KG;251,69
4615;6.07.188.0010E;6.07.188.0010E;PERNO SFERICO;SILA DO BRASIL LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I; -   ;KG;0
4616;798120;97202A3;PASD 3PJOB AC 8.8 M6X1X28 RIOL (CO);CISER FIXADORES AUTOMOTIVOS SA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,007;KG;0,69
4617;798159;97203A4;PASD 3PJOB AC 8.8 M6X1X28 RIOL (CO);CISER FIXADORES AUTOMOTIVOS SA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,017;KG;0,83
4618;PF0P47061-TSU1;SER000281;1/4-28UNF-2AX 30.0 LENT TORX;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;OLEAR - RM;RM - DECAPAR;7,8;KG;30,51
4619;66.950.062;66.950.062;PORCA AÇO ZB M18X1,5 P/TUBO 12MM LEVE;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;PC;3
4620;66.950.065;66.950.065;PORCA AÇO ZB M26X1,5 P/TUBO 18MM;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;PC;1,5
4621;28.950.110;28.950.110;ANILHA AÇO TEMPERADO 18MM;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;UN;2
4622;31.950.068;31.950.068;TUBO DE ENTREGA 5802858889;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;UN;10
4623;AE020200009;52181384;REFORÇO DO TANQUE ESTAMPADO;** AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,083;PC;0,47
4624;AE020200031;52181381;SUPORTE DE FIXAÇÃO DA VALVULA;** AETHRA SISTEMAS AUTOMOTIVOS S.A.;ESTANHO ALUMINIO - RM;RM - ESTANHO;0,009;PC;0,14
4625;AE020200008;52181380;SUPORTE DE FIXAÇÃO DE VALVULA LATERA;** AETHRA SISTEMAS AUTOMOTIVOS S.A.;ESTANHO ALUMINIO - RM;RM - ESTANHO;0,009;PC;0,14
4626;0021.R32010000;0021.R32010000;PORCA QUADRADA C/ PILOTO M10;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - ESTANHO;0,0165;KG;1,13
4627;PF0P43975-TSU1;SER000281;PF0P43975-TSU1 - M6-1.0X20(6G) PAN TORX ZN NIQUEL PRETO;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;5,6;KG;41,09
4628;31.950.057;31.950.057;TUBO DE RETORNO 5802573994;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;UN;0
4629;176;176;PORCA REDONDA DE FLANGE C/ SOLDA M6;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;4;KG;0
4630;57301358;57200578;DOBRADICA MOVEL LD ESTAMPADA 363;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,287;PC;1,1
4631;57301453;57200579;DOBRADICA MOVEL LE ESTAMPADA 363;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,289;PC;1,1
4632;1600100034;1600100034;SEM DESCRIÇÃO;INDÚSTRIA MECÂNICA AMARAL LTDA;ZN INCOLOR TRIVALENTE - RA1;ESTACIONARIO I; -   ;PC;0
4634;AE020200032;52181383;RACCORDO - SUPORTE INT TUBULACOES;** AETHRA SISTEMAS AUTOMOTIVOS S.A.;ESTANHO AÇO - RM;RM - ESTANHO;0,0077;PC;0,12
4635;31.950.071;31.950.071;5802863615 TUBO DE DESCARGA COMPRESSOR DE AR;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;UN;0
4636;31.950.070;31.950.070;5802863614 TUBO DE DESCARGA COMPRESSOR DE AR OG35241709;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;UN;0
4637;707168;94830A0;PO QD SD C.10 M10-1,5 CHV 17 OL;CISER FIXADORES AUTOMOTIVOS SA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,013;KG;0,83
4638;793109;96841A1;PA CL SI AC 8.8 M6X1,0 RI FO (CO);CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO;FOSFATO;0,0054;KG;1,21
4639;2097010029;2097010029;LEVA TEMPERADA S/TRATAMENTO TERMICO 6-07-178-009;CICLOPE COMPONENTES AUTOMOTIVOS LTDA;DESPLACANTE DE COBRE - RM;RM - COBRE;0,016;PC;0,14
4640;PF0P30297-TSU1;SER0000281;M14-2.00X14.0(6H) CL10 MAGNI;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN SEM PASSIVAÇÃO - RA1;ROTATIVO I;32,3;KG;65,74
4641;3097020031;3097020031;SUPPORTO REAZIONE CTRAT ZINCO 03058327001 - ESTAMPADO PROG 03-058-327-001;CICLOPE COMPONENTES AUTOMOTIVOS LTDA;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,385;PC;0
4642;798119;97207A1;PASD 3PJOB AC 8.8 M6X1X20 RIOL (CO);CISER FIXADORES AUTOMOTIVOS SA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,0097;KG;0,83
4643;797405;97065A1;PA MQ QD AC 8.8 M6X1.0X17.9 RI ZNIB (CO);CISER FIXADORES AUTOMOTIVOS SA;ZN NIQUEL INCOLOR + DSH + SELANTE - RA2;ROTATIVO II;0,009;KG;6,39
4644;28;28;PORCA QUADRADA DE SOLDA M5 - DIN928;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,0019;KG;0
4645;20040038;20040038;SEM DESCRIÇÃO;PROMA BRASIL AUTOMOTIVA LTDA;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,177;PC;0
4646;20040098;20040098;SEM DESCRIÇÃO;PROMA BRASIL AUTOMOTIVA LTDA;ZN INCOLOR TRIVALENTE - EA2;ESTACIONARIO I;0,103;UN;0
4647;20050038;20050038;SEM DESCRIÇÃO;PROMA BRASIL AUTOMOTIVA LTDA;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,177;KG;0
4648;2006020021;2006020021;RINVIO COMPLETO - SOLDADO SEM TRATAMENTO 6-07-178-034;CICLOPE COMPONENTES AUTOMOTIVOS LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,157;PC;0,81
4649;1##2-02873;1##2-02873;CONEXÃO ZINCO NÍQUEL;GUARACROMO USINAGEM E TRAT. DE SUPERFICIE EIRELI;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,662;PC;10,16
4650;1##2-01847;1##2-01847;CONEXÃO ZINCO NÍQUEL;GUARACROMO USINAGEM E TRAT. DE SUPERFICIE EIRELI;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,662;PC;10,16
4651;PF0P36109-TSU1;SER000281;BUCHA M8-1.25X12.7 CLASSE 8 SD;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;15;KG;12,84
4652;PF0P47137-TSU1;SER000281;M6-1,00X30 PAN TORX ARR 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL PRETO + SELANTE + TORQUE - RA2;ROTATIVO II;11;KG;85,47
4653;57201665;57200425;BASE ESTAMPADA DO CONJUNTO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,78;PC;0,9
4654;20011069;20040035;OP20 ABA FIXA TRAS INF ESQUERDA CX1+1;PROMA BRASIL AUTOMOTIVA LTDA;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,191;UN;0,26
4655;20011070;20040034;ABA FIXA TRASEIRA INF. DIREITA. CX1+1;PROMA BRASIL AUTOMOTIVA LTDA;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,19;PC;0,26
4656;1##233067;1##233067;ZINCO NÍQUEL;GUARACROMO USINAGEM E TRAT. DE SUPERFICIE EIRELI;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,031;PC;0,3
4657;5#213;5#213;ZINCO NÍQUEL;GUARACROMO USINAGEM E TRAT. DE SUPERFICIE EIRELI;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,403;PC;6,2
4658;PF0P36116-TSU1;SER000281;M12-1.75 (6H) PO SX FLANGE RETANG.;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;35,6;KG;86,86
4659;769905;94503A0;PO QD M4 CHV 7 H=3,2 6H ZVOT;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,08;KG;2,43
4660;ARRC40118;SER000281;ARRUELA LISA N-454-74 S/TRAT S/ACABAMENT.;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;COBREAGEM - RM;RM - COBRE;0,2;KG;3,25
4661;727;727;PINO RECARTILHADO CRUZADO 128930000 TR;USILIDER USINAGEM DE METAIS LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0026;PC;0,01
4662;TDA160;STQ831;MERCEDES TUBO EM ACO DOBRADO;S RIKO AUTOMOTIVE HOSE DO BRASIL LTDA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;PC;7,6
4663;192A8701P1P;192A8701P1P;BARRA DE CONTATO;ABB ELETRIFICACAO LTDA;ESTANHO LATÃO - RM;RM - ESTANHO;0,0368;KG;0
4664;20011072;20040038;OP20 ABA FIXA DIANT INF DIREITA CX 2051;PROMA BRASIL AUTOMOTIVA LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,177;UN;0,26
4665;20011071;20040040;OP20 ABA FIXA DIANT INF ESQUERDA CX 205;PROMA BRASIL AUTOMOTIVA LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,175;UN;0,26
4667;792242;1A00403800;BT-BR12-10 PI AC 3/8X1.11/16 ZB (CO);CISER FIXADORES AUTOMOTIVOS SA;ZN INCOLOR TRIVALENTE + DSH + SELANTE - RA1;ROTATIVO I;0,0306;KG;3,02
4668;18;18;"PORCA QUADRADA DE SOLDA C/GUIA 7/16""";NUTEP SA INDUSTRIA METALURGICA;OLEAR - RM;RM - DECAPAR;0,022;KG;0
4669;PF0P44746-TSU1;SER000281;HLM5-3,00X20 LENT PHS COLAR;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN PRETO TRIVALENTE + SELANTE - RA1;ROTATIVO I;2,2;KG;17,62
4670;57201403;57201403;SUPORTE UNIAO PORTA LUVA ESTAMPADO;IOCHPE MAXION S/A;DECAPAR/OLEAR - FOSFATO;FOSFATO;0,119;PC;0,44
4671;50194301310;50194391310;PARAFUSO SDPR M6X1X2;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0071;PC;0,03
4675;57201022;57201022;SEM DESCRIÇÃO;IOCHPE MAXION S/A;DECAPAR/OLEAR - FOSFATO;FOSFATO;0,286;PC;1,34
4678;529255;529255;ASTINA;USIMETAL INDUSTRIAL LTDA.;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO II;0,013;KG;0
4679;5##213;5##213;ZINCO NÍQUEL;GUARACROMO USINAGEM E TRAT. DE SUPERFICIE EIRELI;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,403;PC;6,2
4680;1##202873;1##202873;ZINCO NÍQUEL;GUARACROMO USINAGEM E TRAT. DE SUPERFICIE EIRELI;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;PC;6,2
4681;1##201847;1##201847;ZINCO NÍQUEL;GUARACROMO USINAGEM E TRAT. DE SUPERFICIE EIRELI;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;PC;6,2
4682;5##210;5##210;ZINCO NÍQUEL;GUARACROMO USINAGEM E TRAT. DE SUPERFICIE EIRELI;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;PC;6,2
